"Data Source","World Development Indicators",

"Last Updated Date","2024-12-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Aruba","ABW","Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","SH.HIV.INCD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Africa Eastern and Southern","AFE","Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","SH.HIV.INCD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.67972842299438","9.38421211146878","9.72859691754409","9.8106729813101","9.64595022183002","9.24000374464376","8.8931294358397","8.56691924610019","8.15498356383126","7.7224447189396","7.34264658208447","6.89409648685245","6.48563645089903","6.12081219223461","5.78324548765913","5.45115080899417","5.16086743608009","4.88998738708616","4.664124915345","4.43951828684753","4.22210669035735","3.99596276464796","3.77364335490405","3.51798557712719","3.2347168487525","2.96175366262531","2.6845160804511","2.3707855831726","2.1289309395247","1.89687078712275","1.69480651406175","1.50471503724321","1.30416737837824","",
"Afghanistan","AFG","Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","SH.HIV.INCD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.03","0.03","0.04","0.04","0.05","0.05","0.06","0.06","0.06","0.07","0.06","0.06","0.07","0.07","0.07","0.07","0.07","0.07","0.07","0.06","0.06","0.06","0.06","0.06","0.06","0.06","0.06","0.05","0.06","0.06","0.05","0.05","0.06","",
"Africa Western and Central","AFW","Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","SH.HIV.INCD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Angola","AGO","Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","SH.HIV.INCD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.97","1.11","1.24","1.35","1.49","1.63","1.72","1.84","1.97","2.03","2.12","2.13","2.14","2.21","2.23","2.17","2.18","2.12","2.06","1.97","1.84","1.75","1.64","1.44","1.25","1.13","1.06","1","0.93","0.87","0.82","0.75","0.7","",
"Albania","ALB","Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","SH.HIV.INCD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.03","0.03","0.04","0.04","0.05","0.05","0.06","0.06","0.06","0.06","0.06","0.06","0.06","0.06","0.05","0.05","0.05","0.05","0.05","0.04","0.04","",
"Andorra","AND","Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","SH.HIV.INCD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","SH.HIV.INCD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0354000847148098","0.0401897680891208","0.0421931483051866","0.045702894375377","0.0498799127509224","0.0507850263142598","0.0525061929524512","0.0517716109299445","0.0519658272320739","0.051825892767862","0.0520062925646312","0.0498132544094088","0.0475093146447159","0.0458475582242154","0.044196689363039","0.0423307173718225","0.0412715863429797","0.040628589212207","0.0428086241481694","0.0414599393384065","0.0411055535530217","0.0408121869191925","0.04369697441577","0.0422795959634327","0.045211135690684","0.0464324575158491","0.0493920608663204","0.0496079108730342","0.0527742538516903","0.0550559920770369","0.058757879583","0.0637515037285779","0.0658616126330461","",
"United Arab Emirates","ARE","Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","SH.HIV.INCD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Argentina","ARG","Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","SH.HIV.INCD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3","0.34","0.36","0.36","0.36","0.34","0.33","0.32","0.31","0.3","0.28","0.27","0.27","0.27","0.26","0.26","0.26","0.26","0.25","0.25","0.25","0.24","0.24","0.23","0.23","0.22","0.22","0.21","0.2","0.19","0.18","0.17","0.16","",
"Armenia","ARM","Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","SH.HIV.INCD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.02","0.03","0.04","0.05","0.06","0.07","0.09","0.12","0.14","0.17","0.19","0.22","0.24","0.26","0.28","0.3","0.31","0.32","0.33","0.34","0.35","0.36","0.36","0.37","",
"American Samoa","ASM","Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","SH.HIV.INCD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","SH.HIV.INCD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","SH.HIV.INCD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.09","0.08","0.07","0.06","0.06","0.06","0.06","0.06","0.06","0.07","0.07","0.07","0.08","0.08","0.08","0.08","0.09","0.09","0.09","0.09","0.09","0.09","0.09","0.09","0.09","0.09","0.08","0.08","0.07","0.06","0.04","0.03","","",
"Austria","AUT","Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","SH.HIV.INCD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Azerbaijan","AZE","Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","SH.HIV.INCD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","0.01","0.01","0.02","0.03","0.05","0.07","0.09","0.11","0.13","0.15","0.16","0.17","0.17","0.17","0.16","0.15","0.14","0.13","0.12","0.12","0.11","0.1","0.1","0.09","0.09","0.08","0.09","0.09","0.09","0.09","0.09","0.09","",
"Burundi","BDI","Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","SH.HIV.INCD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.16","8.28","6.84","4.78","4.36","4.08","3.47","2.82","2.35","2.03","1.66","1.41","1.22","1.15","0.95","0.84","0.85","0.79","0.72","0.63","0.58","0.54","0.49","0.45","0.41","0.37","0.3","0.24","0.2","0.17","0.16","0.15","0.14","",
"Belgium","BEL","Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","SH.HIV.INCD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.11","0.11","0.11","0.12","0.12","0.12","0.13","0.13","0.13","0.14","0.14","0.14","0.13","0.13","0.12","0.11","0.11","0.1","0.09","0.09","0.08","0.08","0.08","0.08","0.08","",
"Benin","BEN","Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","SH.HIV.INCD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.64","1.91","2.07","2.24","2.2","2.34","2.23","2","1.84","1.67","1.49","1.38","1.29","1.19","1.11","1.06","0.99","0.94","0.86","0.72","0.62","0.56","0.51","0.46","0.45","0.38","0.33","0.29","0.24","0.19","0.16","0.16","0.13","",
"Burkina Faso","BFA","Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","SH.HIV.INCD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.82","3.66","3.35","2.9","2.51","2.09","1.88","1.64","1.54","1.35","1.21","1.07","1","0.89","0.83","0.79","0.69","0.61","0.55","0.51","0.44","0.4","0.35","0.31","0.28","0.23","0.2","0.16","0.14","0.12","0.11","0.11","0.09","",
"Bangladesh","BGD","Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","SH.HIV.INCD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","",
"Bulgaria","BGR","Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","SH.HIV.INCD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.04","0.04","0.04","0.04","0.04","0.04","0.05","0.05","0.05","0.05","0.06","0.06","0.06","0.07","0.07","0.07","0.07","0.07","0.07","0.07","0.07","",
"Bahrain","BHR","Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","SH.HIV.INCD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bahamas, The","BHS","Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","SH.HIV.INCD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.57","2.61","2.58","2.5","2.39","2.26","2.12","1.99","1.85","1.72","1.6","1.48","1.37","1.27","1.17","1.07","0.99","0.9","0.83","0.76","0.69","0.63","0.58","0.53","0.48","0.44","0.4","0.36","0.33","0.3","0.27","0.25","0.22","",
"Bosnia and Herzegovina","BIH","Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","SH.HIV.INCD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Belarus","BLR","Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","SH.HIV.INCD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","0.01","0.01","0.02","0.02","0.03","0.03","0.05","0.06","0.07","0.09","0.12","0.15","0.18","0.22","0.26","0.29","0.32","0.34","0.36","0.37","0.38","0.39","0.39","0.39","0.38","0.36","0.34","0.29","0.26","0.23","0.21","0.2","",
"Belize","BLZ","Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","SH.HIV.INCD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.34","0.52","0.75","1.02","1.29","1.53","1.7","1.8","1.84","1.84","1.8","1.75","1.68","1.61","1.53","1.45","1.38","1.31","1.24","1.17","1.1","1.04","0.99","0.93","0.88","0.83","0.78","0.74","0.7","0.66","0.62","0.59","0.56","",
"Bermuda","BMU","Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","SH.HIV.INCD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","SH.HIV.INCD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.16","0.3","0.44","0.62","0.52","0.4","0.34","0.34","0.34","0.37","0.38","0.36","0.36","0.36","0.36","0.37","0.36","0.36","0.36","0.35","0.34","0.35","0.34","0.33","0.33","0.32","0.31","0.31","0.31","0.29","0.28","0.29","0.28","",
"Brazil","BRA","Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","SH.HIV.INCD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.36","0.37","0.38","0.39","0.4","0.4","0.39","0.4","0.4","0.41","0.38","0.38","0.38","0.39","0.39","0.39","0.39","0.39","0.39","0.39","0.39","0.39","0.39","0.38","0.38","0.38","0.38","0.38","0.38","0.38","0.38","0.39","0.39","",
"Barbados","BRB","Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","SH.HIV.INCD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.59","0.87","1.13","1.32","1.42","1.43","1.38","1.3","1.22","1.14","1.07","1.01","0.96","0.9","0.78","0.73","0.72","0.7","0.68","0.66","0.64","0.61","0.6","0.57","0.55","0.55","0.54","0.52","0.49","0.46","0.43","0.43","0.41","",
"Brunei Darussalam","BRN","Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","SH.HIV.INCD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bhutan","BTN","Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","SH.HIV.INCD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","0.01","0.02","0.02","0.03","0.05","0.07","0.1","0.15","0.2","0.27","0.31","0.33","0.34","0.33","0.31","0.28","0.24","0.22","0.19","0.18","0.16","0.15","0.15","0.14","0.13","0.12","0.12","0.11","0.11","0.12","0.12","0.12","",
"Botswana","BWA","Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","SH.HIV.INCD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.74","36.01","44","49.05","50.41","48.58","44.95","40.5","36.11","32.18","28.86","26.05","23.7","21.49","19.31","17.32","15.74","14.53","13.49","12.57","12","11.78","10.9","10.07","9.68","9.12","8.03","7.15","6.09","4.93","4.37","3.79","3.32","",
"Central African Republic","CAF","Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","SH.HIV.INCD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.82","12.57","13.16","12.96","12.35","11.48","10.76","9.77","8.35","7.54","6.77","6.28","5.64","5.14","5.03","4.54","4.38","4.25","3.9","3.63","3.65","3.57","3.52","3.56","3.35","3.4","3.08","2.92","3.02","2.88","2.76","2.94","2.65","",
